Customer ID,Age,Gender,Category,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Purchase Amount (USD)
1641,65,Male,Accessories,S,,Spring,4.0,No,Debit Card,2-Day Shipping,Yes,Yes,3.701334990130351,PayPal,Weekly,51
1642,50,Male,Clothing,L,,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,2.0007886519333975,Bank Transfer,Every 3 Months,32
1643,18,Male,Outerwear,M,,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,5.4459665969497255,PayPal,Fortnightly,70
1644,38,Male,Accessories,L,Pink,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,6.144828550145775,PayPal,Monthly,77
1645,68,Male,Outerwear,S,,Summer,3.9,No,PayPal,Next Day Air,Yes,Yes,5.514010462523608,Debit Card,Monthly,90
1646,53,Male,Accessories,L,,Summer,2.8,No,Bank Transfer,Standard,Yes,Yes,6.0188332341915585,Venmo,Every 3 Months,36
1647,58,Male,Accessories,S,,Summer,3.7,No,Credit Card,Standard,Yes,Yes,6.090209122591862,Bank Transfer,Every 3 Months,77
1648,34,Male,Footwear,M,,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,6.279422133903199,Debit Card,Quarterly,78
1649,36,Male,Clothing,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,6.457714932017929,Credit Card,Monthly,69
1650,58,Male,Clothing,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3.260584581297788,Credit Card,Quarterly,63
1651,60,Male,Accessories,M,,Winter,3.4,No,Venmo,Next Day Air,Yes,Yes,5.401547634368242,Credit Card,Fortnightly,36
1652,59,Male,Outerwear,M,,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,7.708357128375415,Debit Card,Monthly,80
1653,65,Male,Clothing,M,,Summer,4.0,No,Cash,Next Day Air,Yes,Yes,5.307433578329636,Bank Transfer,Fortnightly,35
1654,31,Male,Accessories,L,,Winter,3.0,No,Venmo,2-Day Shipping,Yes,Yes,7.810489705235775,Debit Card,Bi-Weekly,93
1655,43,Male,Accessories,L,,Spring,2.6,No,Venmo,Store Pickup,Yes,Yes,4.798919976739354,Credit Card,Quarterly,25
1656,37,Male,Clothing,L,,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,7.350000777082261,PayPal,Monthly,81
1657,21,Male,Clothing,L,,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,3.052970543118432,PayPal,Every 3 Months,42
1658,69,Male,Clothing,L,,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,6.759029511628104,Debit Card,Bi-Weekly,36
1659,32,Male,Accessories,S,,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,8.286395808311148,Cash,Weekly,66
1660,53,Male,Accessories,M,,Fall,,No,Bank Transfer,Next Day Air,Yes,Yes,6.4049418267751665,Venmo,Annually,37
1661,59,Male,Clothing,L,,Winter,4.1,No,Venmo,Standard,Yes,Yes,4.252206605459852,Venmo,Monthly,45
1662,64,Male,Accessories,S,Beige,Summer,2.7,No,Credit Card,2-Day Shipping,Yes,Yes,6.812938990626121,Debit Card,Quarterly,86
1663,63,Male,Accessories,M,,Winter,4.6,No,Debit Card,Free Shipping,Yes,Yes,1.2961562852870334,Debit Card,Fortnightly,24
1664,43,Male,Clothing,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1.653249647429028,Cash,Bi-Weekly,22
1665,19,Male,Accessories,M,Purple,Spring,5.0,No,PayPal,Next Day Air,Yes,Yes,6.584348590189856,PayPal,Weekly,53
1666,40,Male,Outerwear,L,,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,5.926084478569195,Venmo,Monthly,41
1667,51,Male,Clothing,M,,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,7.068403794303158,PayPal,Annually,64
1668,51,Male,Accessories,L,,Winter,3.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,5.11903954716704,Bank Transfer,Every 3 Months,40
1669,66,Male,Clothing,L,Charcoal,Summer,4.0,No,Credit Card,Standard,Yes,Yes,2.4433936556994205,Debit Card,Fortnightly,33
1670,42,Male,Clothing,L,,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,4.232059669965686,Bank Transfer,Quarterly,59
1671,22,Male,Clothing,L,,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,6.165413926414365,Cash,Weekly,73
1672,31,Male,Clothing,M,,Winter,4.0,No,PayPal,Free Shipping,Yes,Yes,2.086065720823633,Bank Transfer,Weekly,22
1673,18,Male,Footwear,L,,Fall,3.8,No,Debit Card,Free Shipping,Yes,Yes,7.528681102979894,Venmo,Quarterly,73
1674,21,Male,Clothing,M,,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,5.147893038562314,Venmo,Bi-Weekly,62
1675,35,Male,Outerwear,M,,Winter,3.2,No,PayPal,Free Shipping,Yes,Yes,3.8477770158881044,Debit Card,Fortnightly,56
1676,35,Male,Clothing,M,,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,5.528040873672028,Credit Card,Annually,90
1677,27,Male,Accessories,M,Cyan,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,2.6536617841260792,Bank Transfer,Weekly,44
1678,65,Male,Clothing,L,,Summer,3.3,No,PayPal,Next Day Air,No,No,3.744107161961722,Debit Card,Weekly,35
1679,41,Male,Clothing,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,6.914199862290319,Venmo,Fortnightly,71
1680,60,Male,Clothing,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,6.958889549774209,Debit Card,Bi-Weekly,52
1681,61,Male,Footwear,M,Olive,Summer,3.4,No,Credit Card,Store Pickup,No,No,4.5506244712160075,Credit Card,Annually,37
1682,24,Male,Footwear,L,,Winter,3.7,No,Cash,2-Day Shipping,No,No,8.67135768272993,Credit Card,Bi-Weekly,95
1683,65,Male,Clothing,M,Yellow,Fall,4.9,No,Venmo,2-Day Shipping,No,No,7.3215428034209555,Credit Card,Bi-Weekly,97
1684,23,Male,Outerwear,S,Lavender,Spring,3.5,No,Debit Card,Next Day Air,No,No,6.006497929214481,Venmo,Quarterly,57
1685,30,Male,Clothing,M,,Spring,4.6,No,Cash,Standard,No,No,8.061746071405805,PayPal,Weekly,93
1686,33,Male,Clothing,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,4.283330743273854,PayPal,Bi-Weekly,48
1687,22,Male,Accessories,L,Red,Fall,4.2,No,Credit Card,Store Pickup,No,No,5.988911302042238,Cash,Annually,75
1688,67,Male,Clothing,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,3.786043684145685,PayPal,Annually,70
1689,28,Male,Accessories,S,,Winter,3.0,No,Credit Card,Next Day Air,No,No,1.9064341029030918,Venmo,Fortnightly,26
1690,32,Male,Clothing,L,,Winter,4.6,No,Credit Card,Store Pickup,No,No,7.957577093659431,Bank Transfer,Monthly,73
1691,40,Male,Outerwear,M,,Summer,3.2,No,Cash,Free Shipping,No,No,4.372121872488426,Cash,Annually,30
1692,64,Male,Footwear,L,,Summer,3.5,No,Credit Card,Next Day Air,No,No,4.269790912875429,Cash,Annually,61
1693,56,Male,Accessories,M,,Winter,2.6,No,Debit Card,Standard,No,No,4.369013471349833,Cash,Bi-Weekly,75
1694,63,Male,Outerwear,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,7.119606592799816,Bank Transfer,Fortnightly,88
1695,20,Male,Clothing,M,,Summer,2.7,No,Credit Card,Express,No,No,7.595279254099065,Debit Card,Fortnightly,67
1696,54,Male,Accessories,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,6.149027565484703,PayPal,Fortnightly,95
1697,31,Male,Accessories,S,Turquoise,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,7.519388281541141,Credit Card,Bi-Weekly,69
1698,36,Male,Clothing,L,,Fall,3.5,No,Venmo,Next Day Air,No,No,5.991641796423943,Credit Card,Every 3 Months,87
1699,25,Male,Accessories,XL,Turquoise,Winter,4.8,No,Credit Card,Standard,No,No,3.646039889877079,Bank Transfer,Quarterly,41
1700,20,Male,Clothing,L,Teal,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,5.503058738403087,Debit Card,Annually,67
1701,62,Male,Clothing,L,,Fall,4.1,No,Credit Card,Express,No,No,8.203043727873531,Bank Transfer,Monthly,70
1702,69,Male,Accessories,XL,,Winter,3.8,No,PayPal,Next Day Air,No,No,3.9857463365753856,Debit Card,Every 3 Months,41
1703,54,Male,Clothing,XL,,Summer,5.0,No,Debit Card,Express,No,No,4.455678624439399,Bank Transfer,Weekly,83
1704,39,Male,Accessories,M,,Spring,4.0,No,Venmo,Next Day Air,No,No,5.90667057313947,Bank Transfer,Annually,22
1705,56,Male,Footwear,M,Lavender,Summer,3.9,No,Bank Transfer,Store Pickup,No,No,2.0557417402551366,Cash,Every 3 Months,20
1706,39,Male,Accessories,L,Cyan,Summer,3.4,No,Venmo,2-Day Shipping,No,No,6.0591992783741775,Venmo,Bi-Weekly,29
1707,37,Male,Accessories,M,,Spring,3.0,No,Credit Card,Standard,No,No,4.92396495009368,Venmo,Fortnightly,87
1708,25,Male,Clothing,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,4.696760279774266,Cash,Bi-Weekly,81
1709,35,Male,Footwear,L,,Spring,3.2,No,Bank Transfer,Express,No,No,3.2977768534845175,Credit Card,Quarterly,58
1710,45,Male,Clothing,M,,Winter,3.8,No,Venmo,Standard,No,No,6.969122561681987,Bank Transfer,Annually,83
1711,19,Male,Clothing,XL,,Fall,3.8,No,Debit Card,Store Pickup,No,No,6.242427857434553,Credit Card,Quarterly,59
1712,21,Male,Clothing,M,,Spring,4.7,No,Debit Card,Express,No,No,8.880588104571672,Credit Card,Monthly,93
1713,65,Male,Clothing,S,,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,6.871135133881718,Cash,Fortnightly,87
1714,49,Male,Outerwear,M,,Winter,4.6,No,Venmo,Free Shipping,No,No,4.654672918064203,PayPal,Quarterly,22
1715,30,Male,Clothing,S,,Summer,4.4,No,Bank Transfer,Standard,No,No,5.702370230893317,Cash,Monthly,71
1716,23,Male,Clothing,XL,Gray,Spring,3.4,No,PayPal,2-Day Shipping,No,No,6.32901364305769,PayPal,Bi-Weekly,69
1717,69,Male,Clothing,M,,Winter,4.7,No,Venmo,Standard,No,No,3.124209361050574,Cash,Every 3 Months,47
1718,29,Male,Clothing,L,,Summer,,No,Cash,Express,No,No,3.169689630640506,Debit Card,Bi-Weekly,50
1719,54,Male,Clothing,L,,Winter,3.4,No,Cash,2-Day Shipping,No,No,9.627539489784638,PayPal,Every 3 Months,96
1720,45,Male,Clothing,M,,Winter,3.2,No,Venmo,Free Shipping,No,No,6.705634873966171,Venmo,Quarterly,39
1721,25,Male,Clothing,S,,Winter,2.8,No,Cash,Express,No,No,8.319140821308611,Debit Card,Bi-Weekly,84
1722,34,Male,Accessories,S,,Spring,4.3,No,Venmo,Free Shipping,No,No,5.905604405405603,Credit Card,Monthly,28
1723,46,Male,Clothing,L,Violet,Summer,3.3,No,Cash,Standard,No,No,4.191986244241347,Cash,Fortnightly,51
1724,70,Male,Accessories,XL,,Spring,3.3,No,Bank Transfer,Standard,No,No,3.1159464364541525,PayPal,Annually,20
1725,42,Male,Footwear,S,,Winter,3.3,No,PayPal,Free Shipping,No,No,4.281829523080815,PayPal,Weekly,72
1726,45,Male,Accessories,M,,Spring,3.0,No,Cash,Next Day Air,No,No,3.3130253929965536,Venmo,Quarterly,33
1727,57,Male,Outerwear,S,,Summer,2.8,No,Credit Card,Express,No,No,3.5938532272132897,Debit Card,Weekly,28
1728,49,Male,Clothing,S,,Spring,4.0,No,Credit Card,Express,No,No,6.067723791162998,PayPal,Monthly,53
1729,23,Male,Clothing,L,,Fall,4.3,No,Debit Card,Express,No,No,6.86659734273073,Debit Card,Every 3 Months,48
1730,47,Male,Clothing,M,,Winter,3.8,No,Venmo,Store Pickup,No,No,2.038261143126587,Venmo,Fortnightly,21
1731,23,Male,Clothing,S,,Fall,4.2,No,Cash,Free Shipping,No,No,5.612646106476612,Credit Card,Weekly,22
1732,21,Male,Accessories,M,,Fall,3.1,No,Debit Card,Next Day Air,No,No,7.303374516348727,Cash,Monthly,87
1733,45,Male,Accessories,S,,Winter,2.6,No,Cash,Free Shipping,No,No,6.865673306914799,Cash,Every 3 Months,50
1734,67,Male,Clothing,L,Black,Summer,3.4,No,Bank Transfer,Express,No,No,5.577037104821251,Credit Card,Annually,85
1735,31,Male,Clothing,L,Brown,Spring,3.1,No,Credit Card,Next Day Air,No,No,6.014869553615977,PayPal,Quarterly,98
1736,58,Male,Clothing,M,,Winter,3.6,No,Debit Card,Express,No,No,2.8236653210344063,Venmo,Annually,34
1737,57,Male,Clothing,M,,Summer,2.6,No,Cash,2-Day Shipping,No,No,4.694189919029733,Cash,Quarterly,61
1738,42,Male,Accessories,L,,Summer,4.2,No,Bank Transfer,Store Pickup,No,No,5.536064659490003,Venmo,Bi-Weekly,98
1739,60,Male,Accessories,M,,Spring,2.9,No,PayPal,2-Day Shipping,No,No,4.415748787278214,Credit Card,Weekly,61
1740,21,Male,Accessories,L,,Winter,4.2,No,Credit Card,Express,No,No,8.600500623747271,Cash,Weekly,98
1741,69,Male,Clothing,L,,Fall,3.3,No,Cash,Next Day Air,No,No,3.7594856427954735,Bank Transfer,Every 3 Months,21
1742,41,Male,Clothing,XL,,Winter,3.6,No,Venmo,Next Day Air,No,No,6.578754691179731,Bank Transfer,Monthly,51
1743,51,Male,Footwear,XL,,Spring,4.3,No,Credit Card,Express,No,No,8.86463275082126,Venmo,Every 3 Months,80
1744,23,Male,Clothing,XL,,Winter,3.3,No,Debit Card,Standard,No,No,6.616913811252195,Bank Transfer,Weekly,72
1745,57,Male,Accessories,L,,Winter,3.0,No,PayPal,Standard,No,No,3.5844194644230685,PayPal,Weekly,63
1746,40,Male,Clothing,L,,Winter,3.6,No,Credit Card,Store Pickup,No,No,4.989764410928501,Cash,Weekly,27
1747,65,Male,Accessories,L,,Summer,3.1,No,Bank Transfer,Store Pickup,No,No,2.571860261523389,Bank Transfer,Fortnightly,44
1748,61,Male,Outerwear,M,,Winter,2.9,No,Cash,Express,No,No,2.6294304068653647,Venmo,Quarterly,23
1749,34,Male,Clothing,L,,Winter,3.9,No,Bank Transfer,2-Day Shipping,No,No,7.563598364533085,Bank Transfer,Annually,93
1750,43,Male,Clothing,L,,Fall,,No,Credit Card,2-Day Shipping,No,No,4.626413789042584,Debit Card,Every 3 Months,70
1751,31,Male,Accessories,M,,Fall,3.1,No,Credit Card,Express,No,No,5.1729749441233395,Venmo,Every 3 Months,85
1752,57,Male,Clothing,M,Silver,Winter,3.2,No,PayPal,2-Day Shipping,No,No,4.356707547587936,Cash,Annually,40
1753,34,Male,Footwear,L,,Winter,3.3,No,Debit Card,Store Pickup,No,No,3.4746610382237586,Venmo,Quarterly,29
1754,25,Male,Clothing,L,,Fall,4.8,No,Venmo,Next Day Air,No,No,3.8676077285700705,Credit Card,Fortnightly,27
1755,66,Male,Clothing,S,,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,5.6614887900415685,Credit Card,Fortnightly,93
1756,56,Male,Accessories,XL,,Spring,4.6,No,Cash,Next Day Air,No,No,5.97253565277222,Cash,Monthly,20
1757,49,Male,Accessories,S,,Fall,2.8,No,PayPal,Free Shipping,No,No,4.348377166899015,Bank Transfer,Weekly,55
1758,19,Male,Clothing,L,Yellow,Fall,3.6,No,Bank Transfer,Standard,No,No,6.544059533185284,Debit Card,Annually,94
1759,27,Male,Accessories,M,Silver,Winter,4.3,No,Debit Card,Free Shipping,No,No,3.383975680220728,Venmo,Bi-Weekly,56
1760,68,Male,Clothing,L,Green,Spring,4.0,No,Venmo,Next Day Air,No,No,7.370493861657657,PayPal,Weekly,58
1761,20,Male,Clothing,XL,,Spring,3.5,No,Credit Card,Standard,No,No,7.034456025463094,PayPal,Weekly,44
1762,21,Male,Clothing,S,,Fall,4.9,No,PayPal,2-Day Shipping,No,No,8.012039049435588,Cash,Weekly,95
1763,36,Male,Footwear,M,,Summer,3.1,No,Credit Card,Express,No,No,4.669657508381549,Bank Transfer,Fortnightly,42
1764,37,Male,Accessories,M,,Winter,3.9,No,Venmo,Store Pickup,No,No,6.418407180811819,PayPal,Annually,93
1765,61,Male,Clothing,M,,Summer,3.0,No,PayPal,Store Pickup,No,No,4.660386127615469,Venmo,Quarterly,56
1766,68,Male,Clothing,M,,Spring,4.1,No,Bank Transfer,2-Day Shipping,No,No,7.876340753355377,Venmo,Quarterly,88
1767,60,Male,Clothing,S,,Winter,4.3,No,Venmo,2-Day Shipping,No,No,7.494555810044504,Cash,Bi-Weekly,54
1768,69,Male,Accessories,L,,Fall,3.8,No,PayPal,2-Day Shipping,No,No,8.02990004302907,Debit Card,Fortnightly,89
1769,25,Male,Footwear,M,Indigo,Summer,3.9,No,Venmo,2-Day Shipping,No,No,3.2112353025785145,PayPal,Every 3 Months,45
1770,32,Male,Clothing,L,,Winter,4.3,No,Credit Card,Free Shipping,No,No,3.876607132648185,Cash,Monthly,75
1771,53,Male,Accessories,M,,Fall,4.3,No,Credit Card,Express,No,No,3.7419166815812845,Bank Transfer,Weekly,22
1772,46,Male,Clothing,XL,,Fall,4.7,No,Credit Card,Store Pickup,No,No,4.329736316482237,Credit Card,Annually,82
1773,58,Male,Footwear,M,,Summer,3.1,No,PayPal,2-Day Shipping,No,No,1.8469227987586212,Bank Transfer,Annually,34
1774,21,Male,Outerwear,M,Blue,Summer,2.7,No,Cash,Free Shipping,No,No,9.108801846684193,PayPal,Annually,92
1775,46,Male,Clothing,M,,Spring,3.7,No,Bank Transfer,Express,No,No,4.264305418759642,PayPal,Weekly,78
1776,18,Male,Outerwear,M,,Spring,3.3,No,Bank Transfer,2-Day Shipping,No,No,2.9489104217792583,Cash,Bi-Weekly,47
1777,56,Male,Outerwear,L,,Summer,3.4,No,Bank Transfer,Free Shipping,No,No,5.973484280212299,Venmo,Every 3 Months,64
1778,18,Male,Footwear,L,,Winter,4.7,No,Cash,Free Shipping,No,No,5.687344230816548,Cash,Fortnightly,44
1779,49,Male,Accessories,M,,Winter,4.9,No,Debit Card,Store Pickup,No,No,5.348822064996969,Debit Card,Bi-Weekly,94
1780,29,Male,Accessories,M,,Winter,4.3,No,Bank Transfer,Free Shipping,No,No,6.802047831833828,Venmo,Weekly,62
1781,67,Male,Accessories,S,,Summer,4.2,No,Cash,Next Day Air,No,No,5.560924115850244,Credit Card,Weekly,81
1782,31,Male,Clothing,M,Pink,Fall,3.7,No,PayPal,Express,No,No,4.264309223664689,Bank Transfer,Quarterly,33
1783,52,Male,Clothing,M,Lavender,Fall,2.7,No,Credit Card,Next Day Air,No,No,6.239129923143379,Bank Transfer,Fortnightly,88
1784,42,Male,Accessories,L,,Winter,3.3,No,Cash,Free Shipping,No,No,6.81303747860865,Credit Card,Monthly,49
1785,32,Male,Accessories,L,,Summer,4.8,No,Cash,Standard,No,No,5.893641769871843,Debit Card,Quarterly,31
1786,47,Male,Accessories,S,Peach,Fall,4.1,No,Bank Transfer,Next Day Air,No,No,4.566861196204531,Venmo,Monthly,29
1787,45,Male,Outerwear,M,,Spring,4.6,No,Debit Card,2-Day Shipping,No,No,4.746297826144571,Venmo,Monthly,34
1788,20,Male,Clothing,L,Gold,Fall,4.9,No,Bank Transfer,2-Day Shipping,No,No,6.806752540119788,Bank Transfer,Quarterly,38
1789,66,Male,Clothing,L,,Summer,3.1,No,PayPal,Store Pickup,No,No,4.792163445561485,Cash,Bi-Weekly,41
1790,52,Male,Clothing,L,,Spring,3.0,No,PayPal,2-Day Shipping,No,No,4.652635683543829,Debit Card,Quarterly,34
1791,50,Male,Accessories,S,,Summer,3.7,No,Credit Card,Store Pickup,No,No,4.486018086739211,PayPal,Bi-Weekly,26
1792,62,Male,Clothing,S,,Winter,4.0,No,Debit Card,Store Pickup,No,No,6.935054643784156,Cash,Annually,98
1793,38,Male,Footwear,M,,Fall,3.0,No,Bank Transfer,Express,No,No,4.20142104170269,Debit Card,Every 3 Months,59
1794,65,Male,Accessories,S,,Fall,3.8,No,Debit Card,Store Pickup,No,No,9.372536791719718,Cash,Every 3 Months,92
1795,60,Male,Accessories,L,Indigo,Spring,3.7,No,Bank Transfer,Express,No,No,2.21249148273957,Debit Card,Fortnightly,40
1796,68,Male,Clothing,S,,Fall,4.0,No,Debit Card,2-Day Shipping,No,No,3.725403500895492,Debit Card,Fortnightly,20
1797,62,Male,Clothing,S,Brown,Spring,3.1,No,Debit Card,Store Pickup,No,No,4.721515636180758,Venmo,Weekly,35
1798,62,Male,Accessories,L,,Spring,3.9,No,PayPal,2-Day Shipping,No,No,3.506249083511159,Venmo,Weekly,35
1799,40,Male,Clothing,L,,Winter,3.7,No,Credit Card,Express,No,No,7.281565453844959,Cash,Weekly,82
1800,32,Male,Clothing,M,Charcoal,Fall,3.9,No,Debit Card,Express,No,No,6.978787950035464,Venmo,Weekly,48
1801,22,Male,Outerwear,XL,,Winter,2.7,No,Cash,Express,No,No,3.6094540272409783,Credit Card,Weekly,58
1802,33,Male,Clothing,M,,Spring,3.9,No,Credit Card,Express,No,No,7.258288792692841,Debit Card,Fortnightly,57
1803,57,Male,Clothing,L,Turquoise,Winter,2.6,No,Bank Transfer,Store Pickup,No,No,6.158534289241571,Venmo,Bi-Weekly,96
1804,60,Male,Footwear,S,,Summer,3.5,No,PayPal,Free Shipping,No,No,6.7406493019928595,Venmo,Fortnightly,97
1805,30,Male,Clothing,L,,Winter,4.4,No,Debit Card,Next Day Air,No,No,4.908070980350805,Credit Card,Weekly,42
1806,41,Male,Clothing,L,,Spring,4.9,No,Venmo,Store Pickup,No,No,3.2245836838582838,Debit Card,Weekly,62
1807,58,Male,Accessories,M,Green,Fall,3.9,No,Credit Card,Standard,No,No,6.717952916984942,Venmo,Annually,67
1808,34,Male,Footwear,L,,Summer,3.5,No,PayPal,Standard,No,No,5.092037925193475,Venmo,Fortnightly,46
1809,67,Male,Outerwear,M,,Spring,4.3,No,Credit Card,Next Day Air,No,No,7.489538354142818,Debit Card,Monthly,71
1810,58,Male,Accessories,S,,Fall,3.4,No,Credit Card,Free Shipping,No,No,8.035271130946953,Debit Card,Fortnightly,99
1811,41,Male,Clothing,M,Magenta,Fall,2.7,No,Credit Card,Standard,No,No,2.8020142918705235,Cash,Bi-Weekly,28
1812,42,Male,Accessories,L,,Summer,3.6,No,Bank Transfer,Standard,No,No,6.7315351879355685,Bank Transfer,Annually,77
1813,50,Male,Footwear,S,,Summer,4.9,No,Venmo,Express,No,No,5.5443782953366965,PayPal,Bi-Weekly,63
1814,40,Male,Clothing,M,,Spring,3.5,No,Credit Card,Free Shipping,No,No,4.007890547976008,PayPal,Weekly,62
1815,32,Male,Clothing,M,,Summer,3.8,No,Debit Card,Free Shipping,No,No,7.958446890636417,Cash,Quarterly,92
1816,51,Male,Footwear,L,,Winter,4.5,No,Venmo,2-Day Shipping,No,No,4.943450009919701,Credit Card,Every 3 Months,72
1817,26,Male,Accessories,M,Purple,Summer,4.0,No,Venmo,Express,No,No,7.042111957369882,Cash,Weekly,79
1818,32,Male,Clothing,M,,Summer,4.7,No,Credit Card,Free Shipping,No,No,2.8407910510307977,Cash,Weekly,27
1819,58,Male,Accessories,M,,Fall,3.8,No,Credit Card,Express,No,No,2.1400284514686434,Debit Card,Every 3 Months,39
1820,51,Male,Clothing,S,Peach,Spring,4.5,No,Cash,Next Day Air,No,No,4.501480440373457,Cash,Quarterly,86
1821,19,Male,Clothing,XL,,Fall,5.0,No,PayPal,Express,No,No,9.151000984896434,PayPal,Monthly,94
1822,57,Male,Clothing,M,Teal,Spring,2.8,No,Credit Card,Express,No,No,2.726141932967027,PayPal,Quarterly,53
1823,66,Male,Clothing,S,,Summer,4.4,No,Cash,Standard,No,No,7.0260911031944495,Cash,Annually,85
1824,62,Male,Clothing,L,Pink,Fall,4.7,No,Cash,Free Shipping,No,No,2.777129647789196,Bank Transfer,Bi-Weekly,50
1825,58,Male,Clothing,XL,Magenta,Winter,3.8,No,Credit Card,Express,No,No,4.6253138915686485,Cash,Monthly,47
1826,23,Male,Footwear,M,,Winter,4.9,No,Bank Transfer,Next Day Air,No,No,7.187131812889929,Credit Card,Weekly,75
1827,45,Male,Clothing,M,,Winter,4.2,No,PayPal,Express,No,No,5.573091659322138,Debit Card,Annually,60
1828,20,Male,Clothing,S,Pink,Spring,4.9,No,Cash,2-Day Shipping,No,No,3.8438419572890306,Bank Transfer,Weekly,36
1829,33,Male,Outerwear,L,,Spring,3.9,No,Debit Card,Express,No,No,4.786583580115811,Cash,Every 3 Months,80
1830,30,Male,Accessories,M,,Spring,4.9,No,Venmo,2-Day Shipping,No,No,7.903233226997523,Credit Card,Quarterly,96
1831,50,Male,Accessories,M,,Winter,4.8,No,Credit Card,Express,No,No,5.888831220346291,Venmo,Annually,80
1832,62,Male,Clothing,M,,Summer,3.3,No,Bank Transfer,Free Shipping,No,No,7.862746046047945,Bank Transfer,Every 3 Months,71
1833,69,Male,Accessories,M,,Fall,4.6,No,Debit Card,Free Shipping,No,No,2.989283863180476,Cash,Monthly,29
1834,34,Male,Accessories,M,,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,No,5.105461949146784,PayPal,Fortnightly,53
1835,49,Male,Clothing,M,,Summer,4.1,No,Venmo,2-Day Shipping,No,No,6.114057081265953,Venmo,Fortnightly,35
1836,65,Male,Accessories,M,,Fall,3.2,No,Cash,2-Day Shipping,No,No,4.895583366782125,Credit Card,Quarterly,75
1837,66,Male,Clothing,M,,Fall,4.2,No,Cash,2-Day Shipping,No,No,3.0179476767231703,Credit Card,Monthly,52
1838,41,Male,Accessories,M,,Winter,4.8,No,PayPal,Free Shipping,No,No,5.766884458422759,Venmo,Monthly,77
1839,37,Male,Accessories,L,Blue,Fall,4.1,No,Credit Card,Next Day Air,No,No,2.150014064222041,Credit Card,Quarterly,24
1840,32,Male,Clothing,XL,,Winter,3.7,No,Venmo,Store Pickup,No,No,6.48857135158039,Cash,Annually,78
1841,42,Male,Footwear,M,,Winter,2.6,No,Cash,Store Pickup,No,No,5.018413432309515,Bank Transfer,Every 3 Months,98
1842,31,Male,Clothing,L,Blue,Winter,3.0,No,Debit Card,Standard,No,No,5.613557234269118,PayPal,Every 3 Months,57
1843,61,Male,Accessories,M,,Summer,4.4,No,Bank Transfer,Express,No,No,5.394496973781266,Debit Card,Annually,78
1844,36,Male,Outerwear,M,Charcoal,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,6.77265751208669,Credit Card,Monthly,76
1845,60,Male,Clothing,M,,Spring,2.7,No,Venmo,2-Day Shipping,No,No,2.058193861487774,Credit Card,Annually,26
1846,51,Male,Footwear,M,,Winter,2.8,No,Debit Card,2-Day Shipping,No,No,5.827115201802271,Bank Transfer,Quarterly,78
1847,68,Male,Accessories,M,,Summer,2.9,No,Debit Card,Standard,No,No,6.776167012970184,Venmo,Quarterly,53
1848,46,Male,Footwear,XL,,Summer,4.4,No,Debit Card,Free Shipping,No,No,6.4262076325503354,Credit Card,Weekly,100
1849,19,Male,Clothing,XL,,Winter,2.7,No,Credit Card,Express,No,No,7.431247569647727,Cash,Every 3 Months,73
1850,30,Male,Clothing,M,,Winter,4.5,No,Credit Card,Store Pickup,No,No,4.345028886840756,Bank Transfer,Monthly,40
1851,51,Male,Accessories,S,,Winter,2.8,No,Credit Card,Store Pickup,No,No,4.858596709847503,Debit Card,Weekly,76
